tm,weekday,total,hot_milmyeon,milmyeon_with_mandu,milmyeon_only,delivery,side_menu,drinks_alcohol,product_sales,kalguksu,takeaway,avgTa,avgWs,maxTa,minTa,avgRhm,avgTs,sumGsr,sumSsHr,avgTca,sumRn,avgPa,month,diurnal_range,rain_bool,feel_temp,MainMenu,SubMenu,NumOfRows,Order
2024-06-21,금,2091000,0,944000,925000,0,216000,6000,0,0,0,24.0,2.9,28.2,21.4,78.6,30.9,23.65,7.8,7.9,0.0,995.3,6,6.800000000000001,0,16.47,2091000,0,1356,1356
2024-06-22,토,705000,0,344000,294000,0,54000,13000,0,0,0,23.1,4.0,24.1,22.2,92.3,23.2,1.88,0.0,10.0,42.0,991.8,6,1.900000000000002,1,15.9,705000,0,1357,1357
2024-06-23,일,2166500,0,1062000,803000,0,266000,25500,10000,0,0,24.1,4.1,26.8,22.9,84.6,25.3,12.25,1.5,8.5,0.1,990.8,6,3.900000000000002,1,16.55,2156500,10000,1358,1358
2024-06-24,월,1678000,0,690000,828000,0,160000,0,0,0,0,23.4,4.2,26.6,21.2,84.4,25.8,18.05,3.8,8.0,0.0,996.2,6,5.400000000000002,0,16.12,1678000,0,1359,1359
2024-06-25,화,1252500,0,511000,628000,0,109000,4500,0,0,0,23.2,2.8,26.8,20.2,62.5,24.8,14.35,0.8,8.9,0.0,1001.8,6,6.600000000000001,0,15.97,1252500,0,1360,1360
2024-06-26,수,1622000,0,960000,573000,0,83000,6000,0,0,0,23.5,2.0,27.2,20.9,58.0,26.2,21.97,7.6,8.0,0.0,1006.6,6,6.300000000000001,0,16.34,1622000,0,1361,1361
2024-06-27,목,758500,0,253000,426000,0,75000,4500,0,0,0,21.8,1.6,23.9,19.7,71.0,22.6,8.51,0.0,9.4,1.5,1003.8,6,4.199999999999999,1,15.45,758500,0,1362,1362
2024-06-28,금,1592500,0,830000,613000,4000,141000,4500,0,0,0,23.5,2.9,27.0,20.1,79.8,28.1,28.34,11.0,5.4,1.4,999.6,6,6.899999999999999,1,16.15,1588500,4000,1363,1363
2024-06-29,토,1383500,0,622000,600000,0,138000,23500,0,0,0,23.1,4.7,25.6,21.3,89.4,23.7,7.98,0.8,9.5,68.9,998.3,6,4.300000000000001,1,15.99,1383500,0,1364,1364
2024-06-30,일,1091500,0,342000,624000,0,80000,25500,20000,0,0,23.5,8.5,24.5,21.2,92.4,24.3,3.81,0.0,10.0,15.6,992.6,6,3.3000000000000007,1,17.3,1071500,20000,1365,1365
2024-07-01,월,1786500,0,801000,863000,0,118000,4500,0,0,0,24.2,3.4,27.5,21.6,85.5,29.1,26.65,9.9,6.1,0.1,995.6,7,5.899999999999999,1,16.58,1786500,0,1366,1366
2024-07-02,화,655000,0,347000,259000,0,39000,0,10000,0,0,23.6,4.3,24.9,22.1,96.1,24.2,3.05,0.0,10.0,34.8,999.3,7,2.799999999999997,1,16.26,645000,10000,1367,1367
2024-07-03,수,1245000,0,765000,354000,0,117000,9000,0,0,0,25.2,7.5,28.6,24.0,87.6,27.7,14.35,4.3,6.4,0.6,1001.6,7,4.600000000000001,1,18.07,1245000,0,1368,1368
2024-07-04,목,1815500,0,954000,685000,0,172000,4500,0,0,0,25.8,5.4,29.9,22.7,83.0,29.3,29.39,12.1,5.3,0.0,1000.3,7,7.199999999999999,0,17.86,1815500,0,1369,1369
2024-07-05,금,1641000,0,914000,596000,0,129000,2000,0,0,0,24.6,4.6,28.6,22.3,86.6,28.8,22.67,7.5,5.6,3.2,997.1,7,6.300000000000001,1,16.94,1641000,0,1370,1370
2024-07-06,토,2024500,0,856000,940000,0,202000,26500,0,0,0,24.9,5.9,27.8,22.2,89.0,27.8,19.11,3.6,7.1,0.0,998.7,7,5.600000000000001,0,17.4,2024500,0,1371,1371
2024-07-07,일,2817000,0,1396000,1055000,0,315000,21000,30000,0,0,25.8,5.4,28.8,24.1,86.0,29.0,17.23,3.1,9.4,0.0,998.3,7,4.699999999999999,0,17.86,2787000,30000,1372,1372
2024-07-08,월,892000,0,422000,392000,0,75000,3000,0,0,0,25.1,5.4,27.6,23.8,91.0,27.4,9.19,0.0,10.0,0.0,997.0,7,3.8000000000000007,0,17.41,892000,0,1373,1373
2024-07-09,화,1027500,0,554000,391000,0,66000,6500,10000,0,0,25.2,4.0,27.1,23.8,91.1,26.4,6.76,0.0,10.0,1.4,997.7,7,3.3000000000000007,1,17.25,1017500,10000,1374,1374
2024-07-10,수,1022000,0,444000,481000,0,77000,0,20000,0,0,23.5,5.9,26.9,20.9,91.0,26.7,9.89,1.6,9.9,32.5,993.2,7,6.0,1,16.5,1002000,20000,1375,1375
2024-07-11,목,1277500,0,562000,573000,0,138000,4500,0,0,0,22.7,1.9,25.4,21.0,88.4,25.1,10.19,0.0,9.6,0.0,994.0,7,4.399999999999999,0,15.87,1277500,0,1376,1376
2024-07-12,금,2052000,0,791000,1029000,0,223000,9000,0,0,0,24.1,3.1,29.8,20.8,85.0,28.7,28.49,12.2,1.9,0.0,994.3,7,9.0,0,16.52,2052000,0,1377,1377
2024-07-13,토,1868500,0,907000,784000,0,169000,8500,0,0,0,24.5,1.9,27.9,21.8,82.5,26.4,14.64,3.7,6.9,0.5,998.6,7,6.099999999999998,1,17.0,1868500,0,1378,1378
2024-07-14,일,1330500,0,503000,579000,0,212000,6500,30000,0,0,22.8,2.0,24.4,21.9,94.3,24.4,4.21,0.0,9.9,54.9,1002.1,7,2.5,1,15.89,1300500,30000,1379,1379
2024-07-15,월,995000,0,468000,471000,0,54000,2000,0,0,0,23.9,2.2,27.3,22.0,89.4,29.55,12.5,0.6,10.0,4.5,1004.0,7,5.300000000000001,1,16.52,995000,0,1380,1380
2024-07-16,화,425500,0,114000,268000,0,39000,4500,0,0,0,23.3,2.2,24.1,22.5,95.0,29.55,2.61,0.0,9.6,43.7,1004.3,7,1.6000000000000014,1,16.15,425500,0,1381,1381
2024-07-17,수,849500,0,375000,399000,0,71000,4500,0,0,0,25.6,5.1,28.5,23.2,91.5,29.8,11.13,1.8,9.1,0.7,1002.8,7,5.300000000000001,1,17.67,849500,0,1382,1382
2024-07-18,목,700000,0,298000,333000,0,69000,0,0,0,0,25.5,7.2,26.6,24.5,92.8,25.9,5.44,0.0,9.9,1.1,998.3,7,2.1000000000000014,1,18.17,700000,0,1383,1383
2024-07-19,금,1339000,0,474000,690000,0,153000,4000,18000,0,0,25.2,4.1,27.5,23.6,86.3,26.7,11.04,2.7,8.9,6.5,998.3,7,3.899999999999999,1,17.26,1321000,18000,1384,1384
2024-07-20,토,2547000,0,1229000,1007000,0,288000,13000,10000,0,0,27.2,5.3,30.7,24.4,82.9,29.0,21.3,6.2,7.0,0.1,1001.0,7,6.300000000000001,1,18.74,2537000,10000,1385,1385
2024-07-21,일,2929000,0,1550000,1152000,0,210000,17000,0,0,0,28.2,5.1,32.8,25.7,78.8,30.0,28.49,10.9,5.1,0.1,1000.7,7,7.099999999999998,1,19.34,2929000,0,1386,1386
2024-07-22,월,2036500,0,1162000,714000,0,142000,8500,10000,0,0,28.0,5.3,30.5,25.2,84.6,30.5,19.44,5.1,6.4,0.0,1000.3,7,5.300000000000001,0,19.26,2026500,10000,1387,1387
2024-07-23,화,1939000,0,938000,748000,0,242000,11000,0,0,0,28.3,5.8,31.1,26.8,83.8,30.5,19.11,4.7,8.3,0.7,998.3,7,4.300000000000001,1,19.57,1939000,0,1388,1388
2024-07-24,수,1245500,0,496000,633000,2000,101000,13500,0,0,0,24.8,4.0,27.4,22.1,92.1,26.5,11.1,1.5,8.4,176.3,998.1,7,5.299999999999997,1,16.99,1243500,2000,1389,1389
2024-07-25,목,2162000,0,1199000,834000,0,96000,13000,20000,0,0,28.2,2.6,32.0,24.4,84.6,31.3,26.77,9.0,6.1,1.5,999.4,7,7.600000000000001,1,19.16,2142000,20000,1390,1390
2024-07-26,금,2160000,0,917000,1048000,22000,160000,13000,0,0,0,28.8,2.6,32.3,26.3,80.4,31.6,23.68,8.0,6.6,0.0,1004.1,7,5.9999999999999964,0,19.54,2138000,22000,1391,1391
2024-07-27,토,2655500,0,1017000,1306000,0,283000,21500,28000,0,0,28.8,5.1,31.8,27.0,84.4,35.7,24.08,6.8,5.8,0.0,1008.4,7,4.800000000000001,0,19.73,2627500,28000,1392,1392
2024-07-28,일,3078000,0,1185000,1495000,0,380000,18000,0,0,0,29.2,5.4,32.1,27.0,79.9,37.2,27.87,11.1,4.5,0.0,1006.2,7,5.100000000000001,0,20.05,3078000,0,1393,1393
2024-07-29,월,2594000,0,1266000,1059000,2000,267000,0,0,0,0,29.1,5.7,32.5,26.4,76.6,37.3,28.92,12.0,1.1,0.0,1001.1,7,6.100000000000001,0,20.06,2592000,2000,1394,1394
2024-07-30,화,2559500,0,1265000,953000,33000,304000,4500,0,0,0,29.4,3.9,32.3,26.1,73.5,37.5,28.84,12.3,0.3,0.0,998.5,7,6.199999999999996,0,19.91,2526500,33000,1395,1395
2024-07-31,수,2505000,0,1225000,986000,0,249000,45000,0,0,0,29.7,3.9,32.9,27.3,73.3,38.6,28.65,12.3,0.0,0.0,998.3,7,5.599999999999998,0,20.1,2505000,0,1396,1396
2024-08-01,목,2460500,0,872000,1332000,0,240000,6500,10000,0,0,29.6,4.6,32.4,26.7,77.8,38.6,28.77,12.2,1.3,0.0,997.1,8,5.699999999999999,0,20.14,2450500,10000,1397,1397
2024-08-02,금,2076000,0,1042000,827000,0,195000,2000,10000,0,0,29.9,4.6,33.0,27.4,78.6,38.7,26.7,11.6,1.1,0.0,996.6,8,5.600000000000001,0,20.33,2066000,10000,1398,1398
2024-08-03,토,3086000,0,1324000,1431000,1000,326000,4000,0,0,0,30.5,2.5,34.1,27.4,76.4,40.3,25.35,10.1,3.8,0.0,998.5,8,6.700000000000003,0,20.62,3085000,1000,1399,1399
2024-08-04,일,2962000,0,1326000,1208000,0,411000,17000,0,0,0,30.2,2.2,34.1,27.9,76.4,37.6,22.08,7.5,4.6,0.0,999.8,8,6.200000000000003,0,20.5,2962000,0,1400,1400
2024-08-05,월,2290000,0,875000,1142000,0,246000,11000,16000,0,0,29.7,2.4,33.4,27.7,74.5,39.3,25.52,10.5,3.4,0.0,999.9,8,5.699999999999999,0,20.14,2274000,16000,1401,1401
2024-08-06,화,2163500,0,946000,970000,2000,237000,8500,0,0,0,29.4,2.4,33.4,27.3,76.4,36.2,22.53,8.2,5.6,0.3,999.1,8,6.099999999999998,1,19.95,2161500,2000,1402,1402
2024-08-07,수,2179000,0,1067000,917000,0,195000,0,0,0,0,29.4,2.6,32.9,26.6,78.5,36.8,26.32,11.8,1.5,1.2,997.7,8,6.299999999999997,1,19.91,2179000,0,1403,1403
2024-08-08,목,1754500,0,846000,694000,0,194000,10500,10000,0,0,29.6,2.5,34.6,25.5,74.1,35.6,23.21,9.5,4.6,9.7,995.7,8,9.1,1,20.06,1744500,10000,1404,1404
2024-08-09,금,1672000,0,905000,661000,0,96000,0,10000,0,0,29.6,2.3,33.3,26.6,74.9,33.3,26.35,11.2,4.3,0.0,995.7,8,6.699999999999996,0,20.09,1662000,10000,1405,1405
2024-08-10,토,2256500,0,895000,1043000,0,292000,26500,0,0,0,29.4,2.5,33.1,26.6,73.4,34.4,27.1,11.7,3.9,0.0,995.7,8,6.5,0,19.93,2256500,0,1406,1406
2024-08-11,일,2800500,0,1136000,1372000,13000,273000,6500,0,0,0,28.7,2.7,32.7,25.9,72.5,35.8,26.76,10.4,1.8,0.0,995.3,8,6.800000000000004,0,19.46,2787500,13000,1407,1407
2024-08-12,월,1525500,0,693000,717000,0,109000,6500,0,0,0,28.7,3.0,32.7,25.5,69.9,37.5,27.84,12.1,0.5,0.0,996.6,8,7.200000000000003,0,19.44,1525500,0,1408,1408
2024-08-13,화,2044500,0,872000,991000,0,171000,10500,0,0,0,28.7,3.0,32.7,25.6,70.5,37.6,24.8,10.7,2.0,0.0,999.4,8,7.100000000000001,0,19.44,2044500,0,1409,1409
2024-08-14,수,1634500,0,938000,610000,0,78000,8500,0,0,0,29.3,3.0,33.7,25.8,70.5,38.3,25.65,11.0,2.5,0.0,999.5,8,7.900000000000002,0,19.82,1634500,0,1410,1410
2024-08-15,목,2274500,0,979000,1052000,3000,204000,26500,10000,0,0,29.5,2.8,33.8,26.5,70.9,38.6,25.53,10.1,3.3,0.0,999.2,8,7.299999999999997,0,19.96,2261500,13000,1411,1411
2024-08-16,금,1866000,0,1100000,569000,3000,194000,0,0,0,0,29.6,2.8,33.8,26.3,68.0,39.7,23.56,7.9,5.1,0.0,1000.1,8,7.4999999999999964,0,20.02,1863000,3000,1412,1412
2024-08-17,토,2438500,0,1207000,993000,0,207000,31500,0,0,0,29.3,2.7,32.8,26.6,71.5,38.8,22.29,8.3,6.3,0.0,1002.0,8,6.199999999999996,0,19.84,2438500,0,1413,1413
2024-08-18,일,2287500,0,902000,1190000,0,178000,17500,0,0,0,29.1,2.8,32.8,26.1,69.5,39.0,26.15,10.3,5.9,0.0,1001.5,8,6.699999999999996,0,19.7,2287500,0,1414,1414
2024-08-19,월,1675000,0,680000,781000,0,201000,13000,0,0,0,29.6,2.5,33.5,26.4,76.5,36.6,18.36,6.1,6.1,0.0,1000.5,8,7.100000000000001,0,20.06,1675000,0,1415,1415
2024-08-20,화,1109500,0,487000,502000,0,104000,6500,10000,0,0,28.1,5.4,30.6,26.1,84.4,29.1,11.22,2.5,9.0,49.5,1002.1,8,4.5,1,19.34,1099500,10000,1416,1416
2024-08-21,수,1069000,0,512000,518000,0,39000,0,0,0,0,28.3,5.5,30.9,24.7,87.8,28.7,12.27,1.1,8.1,13.4,1002.0,8,6.199999999999999,1,19.5,1069000,0,1417,1417
2024-08-22,목,1481500,0,799000,557000,0,112000,13500,0,0,0,29.1,6.5,31.7,27.6,83.9,30.6,19.02,4.8,7.3,7.8,999.2,8,4.099999999999998,1,20.29,1481500,0,1418,1418
2024-08-23,금,1503000,0,835000,557000,0,81000,20000,10000,0,0,29.3,3.7,32.4,26.7,76.0,31.3,25.26,11.5,3.4,0.0,1000.2,8,5.699999999999999,0,19.83,1493000,10000,1419,1419
2024-08-24,토,2482900,0,969000,1190000,20900,265000,28000,10000,0,0,29.5,3.4,33.3,26.8,74.5,31.9,24.12,11.0,0.4,0.0,1001.5,8,6.4999999999999964,0,19.94,2452000,30900,1420,1420
2024-08-25,일,2495500,0,848000,1207000,0,409000,31500,0,0,0,29.1,2.2,33.2,26.6,76.0,32.3,23.92,10.7,0.4,0.0,1000.4,8,6.600000000000001,0,19.8,2495500,0,1421,1421
2024-08-26,월,1792000,0,714000,904000,0,170000,4000,0,0,0,29.1,2.1,32.6,26.3,78.0,32.5,20.85,8.0,4.5,0.0,998.3,8,6.300000000000001,0,19.83,1792000,0,1422,1422
2024-08-27,화,1096000,0,542000,498000,0,43000,13000,0,0,0,28.2,3.1,32.1,25.8,75.0,31.1,15.86,2.4,8.3,0.0,997.1,8,6.300000000000001,0,19.12,1096000,0,1423,1423
2024-08-28,수,979000,0,426000,469000,0,69000,5000,10000,0,0,26.9,3.8,30.0,25.2,79.1,28.4,11.02,1.9,8.8,1.1,998.2,8,4.800000000000001,1,18.31,969000,10000,1424,1424
2024-08-29,목,989000,0,483000,424000,0,73000,9000,0,0,0,28.5,4.6,32.8,25.3,75.1,31.2,21.2,6.1,7.9,3.0,993.6,8,7.4999999999999964,1,19.44,989000,0,1425,1425
2024-08-30,금,1219500,0,589000,538000,0,75000,17500,0,0,0,29.1,3.6,34.9,25.6,68.4,30.8,23.02,8.0,5.6,0.5,993.5,8,9.299999999999995,1,19.7,1219500,0,1426,1426
2024-08-31,토,2196500,0,1029000,1008000,0,151000,8500,0,0,0,27.7,2.9,31.8,25.3,68.1,32.2,25.22,10.4,1.1,0.0,997.9,8,6.5,0,18.81,2196500,0,1427,1427
2024-09-01,일,1978000,0,821000,896000,1000,235000,15000,10000,0,0,27.6,2.8,31.2,24.2,71.0,32.4,24.63,10.8,2.1,0.0,999.1,9,7.0,0,18.75,1967000,11000,1428,1428
2024-09-03,화,955000,0,330000,537000,0,88000,0,0,0,0,25.6,3.2,28.4,23.2,71.1,27.7,12.51,2.5,6.6,0.0,1003.3,9,5.199999999999999,0,17.47,955000,0,1429,1429
2024-09-04,수,1006000,0,403000,539000,0,63000,1000,0,0,0,26.2,3.1,30.7,22.4,67.1,32.0,25.26,11.3,0.4,0.0,1001.5,9,8.3,0,17.85,1006000,0,1430,1430
2024-09-05,목,1064000,0,613000,392000,0,58000,1000,0,0,0,27.5,2.9,31.9,22.7,67.8,33.0,24.64,11.2,1.3,0.0,999.5,9,9.2,0,18.68,1064000,0,1431,1431
2024-09-06,금,1138500,0,546000,501000,0,64000,27500,0,0,0,27.9,2.6,31.8,26.2,74.0,30.2,14.4,3.5,6.6,0.0,1002.6,9,5.600000000000001,0,18.97,1138500,0,1432,1432
2024-09-07,토,1606500,0,770000,628000,0,202000,6500,0,0,0,27.8,2.7,31.6,25.1,76.8,34.4,17.98,5.7,6.9,0.0,1005.1,9,6.5,0,18.89,1606500,0,1433,1433
2024-09-08,일,1822000,0,717000,911000,0,188000,6000,0,0,0,28.7,2.4,32.5,26.4,76.4,35.6,19.84,7.2,4.5,0.0,1003.95,9,6.100000000000001,0,19.51,1822000,0,1434,1434
2024-09-10,화,1459000,0,656000,708000,0,60000,35000,0,0,0,29.4,2.5,34.2,25.3,69.9,36.3,23.62,11.1,0.9,13.8,1003.95,9,8.900000000000002,1,19.93,1459000,0,1435,1435
2024-09-11,수,789500,0,416000,342000,0,27000,4500,0,0,0,28.5,1.8,32.2,25.6,82.3,30.2,11.95,1.7,8.8,15.1,1003.95,9,6.600000000000001,1,19.56,789500,0,1436,1436
2024-09-12,목,1097000,0,604000,425000,0,68000,0,0,0,0,29.0,2.0,33.6,26.7,78.8,26.86,19.49,6.8,5.3,0.0,1007.3,9,6.900000000000002,0,19.8,1097000,0,1437,1437
2024-09-13,금,1836500,0,835000,901000,0,94000,6500,0,0,0,29.3,1.8,33.3,26.2,77.5,26.86,22.65,10.6,2.5,0.0,1002.1,9,7.099999999999998,0,20.06,1836500,0,1438,1438
2024-09-14,토,2237000,0,973000,1068000,0,177000,19000,0,0,0,29.5,1.7,33.7,26.7,75.0,34.2,23.49,11.2,1.4,0.0,998.8,9,7.000000000000004,0,20.24,2237000,0,1439,1439
2024-09-15,일,2564000,0,1066000,1080000,0,381000,37000,0,0,0,28.8,3.0,32.5,26.5,76.8,31.4,13.12,3.4,8.6,0.0,1002.0,9,6.0,0,19.5,2564000,0,1440,1440
2024-09-20,금,813000,0,359000,398000,0,54000,2000,0,0,0,27.8,3.9,30.1,25.5,86.0,28.1,3.55,0.1,9.3,24.9,1004.0,9,4.600000000000001,1,18.89,813000,0,1441,1441
2024-09-21,토,363000,0,182000,149000,0,32000,0,0,0,0,22.4,4.1,26.7,20.6,93.4,23.0,1.43,0.0,9.6,378.5,998.5,9,6.099999999999998,1,15.47,363000,0,1442,1442
2024-09-22,일,790000,0,300000,412000,0,76000,2000,0,0,0,21.6,3.2,24.3,19.9,83.1,22.7,7.89,0.1,9.0,0.8,1003.1,9,4.400000000000002,1,14.92,790000,0,1443,1443
2024-09-24,화,770000,0,370000,324000,0,68000,8000,0,0,0,22.4,3.6,28.2,19.0,69.8,22.4,16.53,5.2,5.5,0.0,1007.7,9,9.2,0,15.43,770000,0,1444,1444
2024-09-25,수,897000,0,543000,279000,0,71000,4000,0,0,0,24.0,3.1,27.9,20.9,68.4,23.7,13.32,3.2,6.1,0.0,1006.3,9,7.0,0,16.45,897000,0,1445,1445
2024-09-26,목,663000,0,332000,279000,0,49000,3000,0,0,0,25.4,2.6,30.3,21.8,70.5,26.1,19.57,8.9,4.1,0.0,1005.0,9,8.5,0,17.39,663000,0,1446,1446
2024-09-27,금,628000,0,309000,261000,0,47000,11000,0,0,0,25.2,2.7,30.0,22.8,75.0,26.2,17.29,6.4,5.8,0.0,1004.7,9,7.199999999999999,0,17.25,628000,0,1447,1447
2024-09-28,토,1210000,0,676000,425000,0,105000,4000,0,0,0,24.3,3.4,29.2,21.9,74.3,26.2,14.54,4.0,3.4,0.2,1009.0,9,7.300000000000001,1,16.64,1210000,0,1448,1448
2024-09-29,일,1003000,0,588000,327000,0,76000,12000,0,0,0,23.2,3.5,27.2,21.1,64.6,26.0,17.59,7.6,3.0,0.0,1011.3,9,6.099999999999998,0,15.94,1003000,0,1449,1449
2024-09-30,월,0,0,0,0,0,0,0,0,0,0,24.0,2.6,29.3,20.3,72.3,27.1,19.96,9.4,1.3,0.0,1007.4,9,9.0,0,16.5,0,0,1450,1450
2024-10-01,화,1184000,90000,531000,438000,20000,100000,5000,0,0,0,23.7,3.4,28.7,20.6,65.4,25.5,16.82,5.9,6.9,0.0,1002.4,10,8.099999999999998,0,16.26,1164000,20000,1451,1451
2024-10-02,수,857000,117000,212000,372000,0,124000,2000,30000,0,0,19.3,4.0,24.3,17.0,42.1,23.7,18.04,6.9,7.6,0.0,1007.7,10,7.300000000000001,0,13.47,827000,30000,1452,1452
2024-10-03,목,307000,99000,116000,78000,0,14000,0,0,0,0,17.7,4.2,20.0,15.3,76.5,19.8,4.81,0.0,9.9,12.2,1010.6,10,4.699999999999999,1,12.45,307000,0,1453,1453
2024-10-04,금,897000,72000,258000,483000,0,80000,4000,0,0,0,19.0,3.1,24.3,14.5,69.5,20.2,17.67,8.2,2.0,0.3,1014.8,10,9.8,1,13.27,897000,0,1454,1454
2024-10-05,토,1018000,132000,460000,339000,0,62000,15000,10000,0,0,21.1,3.3,26.4,17.2,62.6,20.8,17.02,7.2,5.4,0.0,1013.6,10,9.2,0,14.6,1008000,10000,1455,1455
2024-10-06,일,1042000,156000,492000,308000,0,78000,8000,0,0,0,19.6,2.7,23.5,17.9,79.5,20.2,5.62,0.1,8.5,4.0,1010.8,10,5.600000000000001,1,13.7,1042000,0,1456,1456
2024-10-08,화,694000,72000,150000,399000,0,66000,7000,0,0,0,19.5,2.2,25.2,15.9,74.5,20.0,11.44,3.6,5.8,0.1,1007.4,10,9.3,1,13.74,694000,0,1457,1457
2024-10-09,수,938000,132000,333000,411000,0,54000,8000,0,0,0,19.3,3.6,23.9,16.6,66.4,19.6,13.04,4.7,3.8,0.0,1007.8,10,7.299999999999997,0,13.45,938000,0,1458,1458
2024-10-10,목,578000,66000,287000,213000,0,12000,0,0,0,0,19.8,2.7,25.6,16.6,63.9,19.6,14.34,4.6,3.9,0.0,1006.6,10,9.0,0,13.82,578000,0,1459,1459
2024-10-11,금,669000,54000,271000,277000,0,52000,15000,0,0,0,20.8,1.6,25.9,16.4,66.4,20.6,18.1,9.3,1.4,0.0,1009.9,10,9.5,0,14.82,669000,0,1460,1460
2024-10-12,토,1481000,156000,539000,668000,0,108000,10000,0,0,0,21.1,1.8,26.0,17.1,65.4,20.7,18.56,10.0,1.0,0.0,1014.2,10,8.899999999999999,0,14.9,1481000,0,1461,1461
2024-10-13,일,1446000,180000,427000,709000,0,100000,0,30000,0,0,21.5,2.8,26.4,17.6,67.9,20.2,16.18,6.6,5.4,0.0,1014.6,10,8.799999999999997,0,14.89,1416000,30000,1462,1462
2024-10-15,화,451000,57000,189000,193000,0,12000,0,0,0,0,21.8,3.0,24.3,19.7,92.4,21.9,4.52,0.1,9.8,18.6,1009.2,10,4.600000000000001,1,15.06,451000,0,1463,1463
2024-10-16,수,487000,81000,227000,139000,0,8000,4000,28000,0,0,21.9,2.8,26.4,18.8,71.3,21.9,14.19,6.6,5.8,0.0,1013.2,10,7.599999999999998,0,15.14,459000,28000,1464,1464
2024-10-17,목,526000,81000,246000,155000,0,44000,0,0,0,0,21.0,3.0,23.4,18.6,74.1,20.7,7.74,1.0,8.5,0.0,1013.7,10,4.799999999999997,0,14.55,526000,0,1465,1465
2024-10-18,금,730000,81000,381000,238000,0,28000,2000,0,0,0,22.9,4.3,25.2,20.6,85.8,22.3,4.16,0.1,9.8,22.1,1006.9,10,4.599999999999998,1,15.81,730000,0,1466,1466
2024-10-19,토,753000,96000,277000,286000,0,64000,0,30000,0,0,20.1,4.1,26.0,14.3,81.3,20.5,7.39,2.7,8.4,1.5,1008.9,10,11.7,1,13.99,723000,30000,1467,1467
2024-10-20,일,729000,78000,258000,327000,2000,62000,2000,0,0,0,15.7,4.7,17.9,13.6,60.1,15.1,6.11,0.4,8.3,0.0,1020.4,10,4.299999999999999,0,11.21,727000,2000,1468,1468
2024-10-22,화,281000,90000,122000,51000,0,6000,2000,10000,0,0,20.2,3.2,21.2,18.8,94.4,19.9,1.73,0.0,10.0,105.7,1006.6,10,2.3999999999999986,1,14.03,271000,10000,1469,1469
2024-10-23,수,606000,51000,284000,233000,0,38000,0,0,0,0,18.0,4.4,21.7,13.7,58.5,19.0,17.54,9.0,2.5,0.0,1006.6,10,8.0,0,12.67,606000,0,1470,1470
2024-10-24,목,405000,75000,127000,195000,0,8000,0,0,0,0,16.3,2.7,22.8,10.8,64.8,16.8,17.87,10.0,0.9,0.0,1012.1,10,12.0,0,11.6,405000,0,1471,1471
2024-10-25,금,584000,48000,220000,292000,0,24000,0,0,0,0,19.0,3.7,23.4,15.5,69.8,18.3,13.48,6.4,6.5,0.0,1015.7,10,7.899999999999999,0,13.26,584000,0,1472,1472
2024-10-26,토,1061500,93000,308000,584000,0,70000,6500,0,0,0,19.4,3.1,24.6,16.4,66.4,18.8,15.44,9.1,2.9,0.0,1012.4,10,8.200000000000003,0,13.53,1061500,0,1473,1473
2024-10-27,일,684000,57000,216000,333000,0,46000,2000,30000,0,0,17.4,2.2,21.4,15.6,76.3,17.2,6.39,2.2,8.4,5.4,1006.0,10,5.799999999999999,1,12.41,654000,30000,1474,1474
2024-10-29,화,312000,93000,172000,37000,0,10000,0,0,0,0,17.3,3.3,22.4,14.6,67.8,17.0,11.86,4.7,6.6,0.0,1009.8,10,7.799999999999999,0,12.17,312000,0,1475,1475
2024-10-30,수,747000,66000,317000,300000,0,60000,4000,0,0,0,17.9,2.4,24.1,13.9,64.5,17.1,15.35,9.9,3.3,0.0,1013.3,10,10.2,0,12.68,747000,0,1476,1476
2024-10-31,목,561000,87000,276000,158000,0,36000,4000,0,0,0,18.5,2.9,23.2,16.0,65.8,17.5,10.05,2.9,8.4,10.0,1014.2,10,7.199999999999999,1,12.97,561000,0,1477,1477
2024-11-01,금,198000,72000,109000,17000,0,0,0,0,0,0,15.5,2.8,17.8,13.6,88.8,16.1,1.78,0.0,10.0,42.3,1010.8,11,4.200000000000001,1,11.07,198000,0,1478,1478
2024-11-02,토,616000,72000,204000,266000,0,60000,4000,10000,0,0,17.8,4.0,20.9,16.0,79.1,17.8,7.46,1.6,5.9,27.2,1007.6,11,4.899999999999999,1,12.5,606000,10000,1479,1479
2024-11-03,일,1170000,216000,386000,430000,0,114000,4000,20000,0,0,17.7,2.7,22.5,14.6,63.9,16.7,15.83,10.0,0.1,0.0,1014.1,11,7.9,0,12.49,1150000,20000,1480,1480
2024-11-05,화,529000,96000,231000,150000,0,42000,0,10000,0,0,14.7,2.7,20.0,11.1,57.8,15.6,10.73,4.6,3.6,0.0,1010.2,11,8.9,0,10.57,519000,10000,1481,1481
2024-11-06,수,309000,51000,121000,121000,0,12000,4000,0,0,0,11.8,3.4,16.9,8.3,30.5,11.2,16.73,10.0,0.0,0.0,1015.4,11,8.599999999999998,0,8.63,309000,0,1482,1482
2024-11-07,목,425000,33000,202000,158000,0,24000,8000,0,0,0,15.0,2.1,21.6,9.3,57.6,13.5,14.45,7.6,3.9,0.0,1020.1,11,12.3,0,10.92,425000,0,1483,1483
2024-11-08,금,492000,132000,161000,165000,0,34000,0,0,0,0,16.0,2.1,20.7,13.8,65.4,15.3,10.47,5.3,6.6,0.0,1019.3,11,6.899999999999999,0,11.56,492000,0,1484,1484
